,ra,dec,clusterid,source_id,l,b,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,pmra_pmdec_corr,phot_bp_mean_mag,phot_g_mean_mag,phot_rp_mean_mag,bp_rp,phot_bp_rp_excess_factor,ps_id,ra_ps,dec_ps,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,ymag,e_ymag,catwise_id,ra_cat,dec_cat,pmra_cat,pmdec_cat,e_pmra_cat,e_pmdec_cat,snrw1pm,snrw2pm,w1mpropm,e_w1mpropm,w2mpropm,e_w2mpropm,chi2pmra_cat,chi2pmdec_cat,phot_bp_rp_excess_factor_c,fpm0,log_fpm0,p_gal_mean,p_qso_mean,p_star_mean,z_gaia,z_ph_xgb,z_ph_tab,z_ph_ftt,z_ph,z_xp_nn,ps1_good,sep_mean,sep_min,sep_max,"z_diff(max,z_ph)",dis(max),qso_num,S_colour,Wen_BCG_RA,Wen_BCG_DEC,Zou_BCG_RA,Zou_BCG_DEC,eROSITA_cluster_RA,eROSITA_cluster_DEC,Grade
352,141.00817774,59.47472544,3428,1038715197470493568,155.57345473,42.22275524,-0.5,0.7,-0.6,0.5,-1.7,0.7,0.2,20.6011,20.4468,19.8228,0.7783,1.3769,179371410082130403,141.00818,59.474728000000006,21.132,0.066,20.924,0.08,20.509,0.021,20.608,0.05,,,b'1411p590_b0-012566',141.0081276,59.47469939999999,-0.00474,-0.01542,0.0321,0.038,26.6,26.8,16.8,0.041,15.616,0.041,0.08,0.47,0.1789,0.015,-1.819,0.0,1.0,0.0,1.5158,1.5595,1.535,1.5457,1.5468,,True,33.05823,33.05823,33.05823,1.0777,279.9871959298399,2.0,0.7995999999999996,,,,,,,C
353,141.01402332,59.48341517,3428,1038716674939249536,155.56105458,42.22272076,-0.1,0.9,-0.1,0.7,-0.9,0.9,0.2,20.4608,20.6429,19.5679,0.8929,1.9907,179381410139690796,141.01402,59.483414,20.315,0.031,20.009,0.018000000000000002,19.855,0.028,19.875,0.034,19.273,0.038,b'1411p590_b0-003047',141.0140667,59.4834037,0.012980000000000002,0.01903,0.0106,0.012,63.6,65.6,15.288,0.017,14.353,0.017,3.27,2.56,0.7833,0.16699999999999998,-0.777,0.001,0.999,0.0,0.4871,0.474,0.4778,0.4555,0.4691,,True,33.05823,33.05823,33.05823,1.0777,279.9871959298399,2.0,0.7995999999999996,,,,,,,C
354,223.73613418,-19.95397013,34858,6280941142671143936,338.62062805,34.22096618,1.4,1.0,-1.9,1.9,-1.3,1.2,0.2,21.0401,20.5809,20.2764,0.7637,1.0323,84052237361855660,223.73613,-19.953964000000006,20.821,0.062,20.737,0.038,20.624,0.037000000000000005,20.459,0.062,19.914,0.374,b'2240m197_b0-021603',223.7361966,-19.9539246,0.1413,-0.07923999999999999,0.038,0.0437,26.4,22.2,16.522000000000002,0.041,15.494000000000002,0.049,2.34,3.01,-0.1645,0.03,-1.5219999999999998,0.0,1.0,0.0,2.8305,1.7499,1.3828,1.7682,1.6336,,True,22.88618,22.88618,22.88618,0.4114,193.88761965007905,2.0,0.8613000000000011,,,,,,,C
355,223.73896162,-19.95974523,34858,6280940970872452736,338.61944953,34.21468405,-0.8,0.7,0.2,0.8,0.5,0.6,-0.1,20.2545,20.0928,19.6999,0.5546,1.2293,84042237389568637,223.73897,-19.959747,20.662,0.054000000000000006,20.449,0.046,20.183,0.03,19.859,0.042,19.804,0.079,b'2240m197_b0-016989',223.7389661,-19.959676,0.02625,-0.07755,0.0354,0.0394,28.8,20.9,16.375,0.038,15.517,0.052000000000000005,1.15,9.23,0.0468,0.211,-0.6759999999999999,0.001,0.999,0.0,2.0393,2.0748,2.0434,2.0168,2.045,,True,22.88618,22.88618,22.88618,0.4114,193.88761965007905,2.0,0.8613000000000011,,,,,,,C
356,204.95794188,-20.07921439,34929,6292047752004862464,318.13659464,41.35935381,0.3,0.6,-0.1,0.7,-0.1,0.5,-0.3,20.0324,20.0479,19.6389,0.3935,1.3492,83902049579515286,204.95793,-20.07921,20.122,0.03,19.941,0.039,20.048,0.022,19.917,0.043,19.913,0.016,b'2048m197_b0-009432',204.9579037,-20.0792882,0.00034,-0.08428,0.0267,0.0295,33.9,29.8,16.179000000000002,0.032,15.152,0.036000000000000004,0.79,1.59,0.1765,0.41,-0.387,0.0,1.0,0.0,5.0142,1.0764,1.0783,1.0633,1.0727,,True,26.453459999999996,26.453459999999996,26.453459999999996,0.1744000000000001,220.55041229981808,2.0,0.8649000000000001,,,,,,,C
357,204.96490917,-20.07587172,34929,6292047752004866432,318.1461466,41.36096478,-0.2,0.2,-0.3,0.2,0.4,0.1,-0.3,18.5316,18.3343,17.9763,0.5553,1.19,83902049649279292,204.9649,-20.075872,18.787,0.017,18.338,0.006,18.472,0.008,18.363,0.016,18.303,0.022,b'2048m197_b0-002254',204.9648916,-20.0758678,-0.01093,0.01225,0.0077,0.0084,63.9,84.0,14.589,0.017,13.166,0.013,3.12,0.39,0.0075,0.124,-0.908,0.0,1.0,0.0,1.2541,1.2475,1.2534,1.2404,1.2471,1.2092,True,26.453459999999996,26.453459999999996,26.453459999999996,0.1744000000000001,220.55041229981808,2.0,0.8649000000000001,,,,,,,C
358,178.12907425,-21.33148185,35477,3494181810576906368,285.05983626,39.48668909,-0.1,0.2,-0.2,0.2,0.0,0.1,0.1,18.2668,18.3273,17.4852,0.7817,1.681,82401781291022544,178.12906999999996,-21.331482,18.465,0.005,18.134,0.016,18.264,0.014,17.595,0.015,17.771,0.017,b'1775m213_b0-001368',178.1290748,-21.3315019,-0.02103,-0.01407,0.0064,0.0078,78.2,101.4,13.854,0.014,12.817,0.011,1.0,4.95,0.4827,3.731,0.5720000000000001,0.0,1.0,0.0,0.2699,0.2894,0.2722,0.3374,0.2997,,True,11.911010000000001,11.911010000000001,11.911010000000001,0.00109999999999999,53.153116298693924,2.0,0.8390999999999998,,,,,,,C
359,178.12968523,-21.33474115,35477,3494181814872040832,285.06177946,39.48373991,-0.1,0.1,0.1,0.1,0.1,0.0,0.2,16.8675,16.7604,16.2827,0.5848,1.3107,82391781297228646,178.12968,-21.334742,16.901,0.013,16.73,0.017,16.915,0.004,16.236,0.019,16.689,0.018000000000000002,b'1775m213_b0-000330',178.1296782,-21.3347349,-0.02783,0.01202,0.0059,0.0067,62.3,96.3,11.979,0.017,10.889,0.011,,,0.1263,2.655,0.424,0.0,1.0,0.0,0.2675,0.2659,0.3094,0.327,0.3008,0.2948,True,11.911010000000001,11.911010000000001,11.911010000000001,0.00109999999999999,53.153116298693924,2.0,0.8390999999999998,,,,,,,C
360,70.51017391,-22.53786818,36004,4895333325174112128,221.37156867,-37.92431709,-0.4,0.4,0.1,0.3,-0.7,0.4,-0.4,20.4383,20.2054,19.8212,0.6171,1.1848,80950705101174903,70.51017,-22.53787,20.752,0.083,20.775,0.092,20.149,0.026,20.541,0.028,20.102,0.189,b'0700m228_b0-012832',70.5101148,-22.5380665,0.05902,0.00455,0.0332,0.0349,28.7,28.4,16.524,0.038,15.537,0.038,0.18,0.02,-0.0016,0.28300000000000003,-0.5479999999999999,0.0,1.0,0.0,1.8974,1.6896,1.8167,1.7706,1.7589,,True,24.22769,24.22769,24.22769,0.9849,204.8393446376973,2.0,0.9464,,,,,,,C
361,70.51728818,-22.53932252,36004,4895333320877100928,221.37584574,-37.91849403,-0.2,0.2,-0.2,0.2,0.2,0.2,-0.4,19.5764,19.5053,19.1682,0.4081,1.2534,80950705172893218,70.51729,-22.539324,18.866,0.014,18.796,0.042,19.051,0.021,18.571,0.012,18.759,0.046,b'0700m228_b0-002571',70.5173182,-22.5393384,-0.00685,0.00141,0.0088,0.0088,65.4,82.0,14.759,0.017,13.675,0.013,8.82,0.02,0.0799,2.324,0.366,0.0,1.0,0.0,0.7839,0.7873,0.7622,0.7724,0.774,,True,24.22769,24.22769,24.22769,0.9849,204.8393446376973,2.0,0.9464,,,,,,,C
362,208.8602507,-22.56241877,36022,6287870535532544128,321.76690571,37.95723006,0.3,1.1,-0.1,1.4,0.3,2.1,-0.7,20.5668,20.5951,19.6253,0.9415,1.7728,80922088601815540,208.86024,-22.562426,20.164,0.026,20.089,0.05,19.863,0.042,19.941,0.032,19.315,0.054000000000000006,b'2085m228_b0-006189',208.8602574,-22.562444,0.00935,-0.01135,0.0181,0.02,20.4,21.7,15.488,0.053,14.805,0.05,9.08,7.39,0.5612,0.075,-1.125,0.001,0.999,0.0,0.5511,0.5896,0.5724,0.516,0.5593,,True,32.31278,32.31278,32.31278,0.6311999999999999,267.66882323427376,2.0,0.852,,,,,,,C
363,208.86413507,-22.57064666,36022,6287870535532541824,321.76798206,37.94829451,-0.4,0.4,0.5,0.5,-1.6,0.6,-0.6,19.7695,19.619,19.3469,0.4227,1.1721,80912088641625589,208.86414,-22.570646,20.283,0.037000000000000005,19.609,0.042,19.593,0.018000000000000002,19.726,0.05,19.529,0.032,b'2085m228_b0-005709',208.864025,-22.570702,-0.01599,0.00889,0.0145,0.0163,49.1,50.8,15.417,0.022,14.452,0.021,0.01,2.92,-0.0023,0.015,-1.816,0.0,1.0,0.0,1.1935,1.2087,1.2006,1.1623,1.1905,,True,32.31278,32.31278,32.31278,0.6311999999999999,267.66882323427376,2.0,0.852,,,,,,,C
364,335.28453194,-22.60777857,36034,6626954423979516032,32.0661376,-55.73614227,1.4,1.6,-3.5,1.8,2.4,1.5,0.5,20.147,20.6375,18.526,1.621,4.0826,80873352845141020,335.2845200000001,-22.607763,20.35,0.019,19.498,0.02,19.071,0.029,18.708,0.011,18.52,0.027000000000000003,b'3355m228_b0-002410',335.2845549999999,-22.607716,0.00075,0.0118,0.0121,0.0117,63.5,57.3,14.774,0.017,14.231,0.019,11.29,0.26,2.7977,0.0,-3.627,0.275,0.7240000000000001,0.0,,0.3051,0.3754,0.3227,0.3344,,True,29.184590000000004,29.184590000000004,29.184590000000004,0.6183000000000001,230.93986501021442,2.0,0.757299999999999,,,,,,,C
365,335.28580008,-22.59975672,36034,6626957383212509184,32.08042523,-55.73513579,0.2,0.9,-0.6,1.3,-2.8,1.2,0.5,20.5865,20.343,20.2915,0.2951,1.0209,80883352858030670,335.2858,-22.599758,20.984,0.119,20.779,0.037000000000000005,20.854,0.03,20.523000000000003,0.08900000000000001,19.602,0.187,b'3355m228_b0-009639',335.2858439,-22.599728,-0.02042,-0.01914,0.0282,0.0278,39.9,22.5,15.991,0.027000000000000003,15.513,0.048,0.23,0.59,-0.1463,0.005,-2.298,0.0,1.0,0.0,0.648,0.9556,0.9571,0.9453,0.9527,,True,29.184590000000004,29.184590000000004,29.184590000000004,0.6183000000000001,230.93986501021442,2.0,0.757299999999999,,,,,,,C
366,351.28185908,-23.12910553,36238,2382188423722464768,39.73638649,-70.08653197,0.6,0.5,-0.2,0.4,1.0,0.4,0.2,20.3336,19.7767,19.1358,1.1978,1.1938,80243512818675412,351.28186,-23.129107,20.365,0.058,19.836,0.017,19.411,0.015,19.326,0.044,19.248,0.022,b'3518m228_b0-005781',351.28186,-23.129132100000003,-0.02257,-0.00358,0.0253,0.0241,39.7,35.3,15.925,0.027000000000000003,14.985,0.031,3.76,0.55,-0.0425,0.034,-1.466,0.005,0.995,0.0,5.6986,1.8961,1.7452,1.7045,1.7819,,True,32.15766,32.15766,32.15766,0.6036000000000001,271.712340058108,2.0,0.8251000000000002,,,,,,,C
367,351.28485848,-23.12060941,36238,2382188462376910592,39.76259834,-70.08683005,0.3,0.8,1.3,0.8,0.9,0.9,0.4,20.4531,20.3021,20.0368,0.4163,1.1685,80253512847875593,351.28485,-23.120611,20.702,0.026,20.463,0.031,20.469,0.052000000000000005,20.435,0.031,,,b'3518m228_b0-009600',351.2848102,-23.1206203,-0.03774,0.00964,0.0337,0.0356,31.1,25.0,16.347,0.035,15.459,0.043,1.45,0.85,-0.0055,0.06,-1.224,0.0,1.0,0.0,5.4997,1.1662,1.2077,1.1608,1.1783,,True,32.15766,32.15766,32.15766,0.6036000000000001,271.712340058108,2.0,0.8251000000000002,,,,,,,C
368,20.31760531,-24.22801808,36734,5040505723742962816,191.24255182,-82.68135025,0.9,0.5,-0.2,0.5,-0.9,0.4,0.0,20.2183,19.9618,19.562,0.6563,1.1809,78920203176256700,20.317602,-24.22802,20.059,0.07400000000000001,19.805,0.03,19.852,0.027000000000000003,19.57,0.02,19.368,0.034,b'0198m243_b0-014168',20.3176051,-24.2279999,0.02297,0.00672,0.0472,0.0463,24.4,18.9,16.799,0.045,15.937,0.057,0.13,0.13,-0.0082,0.053,-1.272,0.0,1.0,0.0,2.5729,2.5835,2.5634,2.5693,2.572,,True,51.66455,51.66455,51.66455,0.4475000000000002,429.2539666286587,2.0,0.9297000000000004,,,,,,,C
369,20.32388748,-24.21485997,36734,5040505792462443904,191.16794594,-82.67060298,0.5,0.6,-0.4,0.6,0.8,0.5,0.1,20.4063,20.3241,20.0283,0.3779,1.2251,78940203239202476,20.32389,-24.214859,20.508000000000006,0.03,20.423,0.029,20.167,0.02,20.133,0.031,19.786,0.141,b'0198m243_b0-021140',20.3238894,-24.214801100000006,-0.00065,0.0328,0.0586,0.056,19.2,13.4,17.187,0.056,16.291,0.081,0.07,0.23,0.0533,0.101,-0.996,0.0,1.0,0.0,2.1926,2.1386,2.103,2.1319,2.1245,,True,51.66455,51.66455,51.66455,0.4475000000000002,429.2539666286587,2.0,0.9297000000000004,,,,,,,C
370,33.81892706,-25.06458207,37021,5118310018382656384,211.39734842,-71.08661854,-0.1,1.2,0.6,1.3,1.1,1.6,0.4,20.8178,20.7946,20.0577,0.7601,1.5397,77920338187752873,33.81893,-25.064573,20.662,0.01,20.354,0.049,20.369,0.055,20.203,0.121,19.91,0.222,b'0333m258_b0-005742',33.8189559,-25.0645324,0.00948,0.01247,0.0234,0.0222,39.5,33.6,16.029,0.027000000000000003,15.217,0.032,12.38,0.0,0.3431,0.066,-1.183,0.0,1.0,0.0,0.6468,0.8537,0.7469,0.7927,0.7977,,True,56.52635,56.52635,56.52635,0.33520000000000005,464.4802205195398,2.0,0.9231,,,,,,,C
371,33.83593168,-25.06762991,37021,5118310052744185728,211.41550947,-71.0720629,-0.4,0.8,2.0,0.9,-0.4,0.9,0.2,20.953000000000007,20.5996,20.0476,0.9053,1.2236,77910338358949182,33.835934,-25.067621,20.938,0.021,20.463,0.146,20.67,0.028,20.562,0.114,19.665,0.185,b'0333m258_b0-013826',33.835904799999994,-25.0675556,0.0032700000000000003,0.00941,0.0275,0.0257,36.4,29.6,16.14,0.03,15.275,0.037000000000000005,5.7,0.41,0.0152,0.012,-1.927,0.001,0.999,0.0,1.2248,1.0961,1.1572,1.1453,1.1329,,True,56.52635,56.52635,56.52635,0.33520000000000005,464.4802205195398,2.0,0.9231,,,,,,,C
372,54.72192109,-25.0804494,37029,5085238873282627968,219.5084247,-52.5241865,0.1,0.1,0.0,0.1,0.1,0.1,-0.8,18.2979,18.2311,17.7127,0.5852,1.3605,77900547219233759,54.721924,-25.08045,18.472,0.025,18.409,0.008,18.167,0.023,18.25,0.013,17.899,0.022,b'0550m258_b0-001141',54.7219493,-25.0804252,0.0074,-0.00173,0.0069,0.0064,61.5,78.7,14.172,0.018000000000000002,13.11,0.014,14.43,1.04,0.1761,3.18,0.502,0.0,1.0,0.0,0.4992,0.6934,0.4838,0.5235,0.5669,,True,42.77732,42.77732,42.77732,2.1291,339.2966932315291,2.0,0.5301000000000002,,,,,,,C
373,54.73434574,-25.08426594,37029,5085238804563148416,219.51855991,-52.51402968,0.1,0.3,-0.0,0.2,0.4,0.3,-0.7,19.7459,19.4366,19.047,0.6989,1.1481,77890547343569177,54.73435,-25.084267,19.833,0.034,19.659,0.037000000000000005,19.561,0.042,19.471,0.04,19.228,0.099,b'0550m258_b0-012623',54.7343514,-25.0842435,0.0629,-0.08852,0.035,0.0359,32.0,18.1,16.602999999999998,0.034,16.09,0.06,1.15,0.99,-0.044,1.132,0.054000000000000006,0.0,0.999,0.001,2.6869,2.7103,2.687,2.6907,2.696,,True,42.77732,42.77732,42.77732,2.1291,339.2966932315291,2.0,0.5301000000000002,,,,,,,C
374,207.87555949,-27.70696155,38115,6177233689815184000,318.86080752,33.30010675,0.5,0.3,-0.6,0.3,0.6,0.3,-0.3,19.3551,19.1346,18.7102,0.6449,1.2142,74752078755811995,207.87556,-27.706963,19.307,0.014,19.076,0.016,19.056,0.015,19.164,0.036000000000000004,19.235,0.047,b'2078m273_b0-011380',207.8755404,-27.7069571,-0.02442,0.02008,0.022,0.024,36.3,38.0,16.075,0.03,14.858,0.029,0.02,0.61,0.0259,0.158,-0.802,0.0,1.0,0.0,4.5318,1.2998,1.4144,1.3708,1.3617,,True,20.13555,20.13555,20.13555,0.7162000000000002,169.43567912173555,2.0,0.9108,,,,,,,C
375,207.87572009,-27.70137015,38115,6177233689815186560,318.8628168,33.30544191,-0.3,0.2,-0.1,0.2,0.2,0.2,-0.1,18.6088,18.4164,18.0918,0.517,1.175,74752078757448691,207.87572,-27.70137,18.542,0.01,18.476,0.013,18.345,0.011,18.177,0.008,18.187,0.022,b'2078m273_b0-006001',207.8757157,-27.7013792,-0.014180000000000003,-0.00639,0.0109,0.0123,55.6,69.2,15.279000000000002,0.02,13.975,0.016,3.48,0.49,-0.0052,1.855,0.268,0.0,1.0,0.0,2.088,2.0954,2.0783,2.0602,2.0779,1.6533,True,20.13555,20.13555,20.13555,0.7162000000000002,169.43567912173555,2.0,0.9108,,,,,,,C
376,42.3307098,-27.78139842,38147,5066517351357783040,221.24497039,-63.90260113,-0.2,1.6,1.3,1.6,-2.6,1.5,-0.4,21.3064,20.7278,20.4027,0.9037,0.9935,74660423306642571,42.330704,-27.781399,20.862,0.033,20.934,0.052000000000000005,20.616,0.029,20.316,0.06,,,b'0422m273_b0-017860',42.3307051,-27.7813982,-0.00114,-0.00314,0.0455,0.0442,20.9,19.4,17.025,0.052000000000000005,15.931,0.056,0.56,0.21,-0.2148,0.016,-1.785,0.0,1.0,0.0,0.6818,2.0113,2.0183,1.9983,2.0093,,True,25.251160000000002,25.251160000000002,25.251160000000002,0.000199999999999978,211.2665856892268,2.0,0.8244999999999993,,,,,,,C
377,42.33804479,-27.77873675,38147,5066517385717523328,221.24036712,-63.89588565,-0.4,0.5,-0.7,0.4,0.3,0.5,-0.0,20.3051,20.1254,19.7453,0.5597,1.212,74660423380355761,42.338043,-27.778736,20.28,0.035,20.301,0.026,20.105,0.026,19.832,0.039,19.674,0.109,b'0422m273_b0-018078',42.3380533,-27.7787244,0.02025,-0.07297999999999999,0.0434,0.043,21.0,22.4,17.072,0.052000000000000005,15.744000000000002,0.048,4.95,1.22,0.0291,0.199,-0.701,0.0,1.0,0.0,2.0272,2.0255,2.0223,1.9807,2.0095,,True,25.251160000000002,25.251160000000002,25.251160000000002,0.000199999999999978,211.2665856892268,2.0,0.8244999999999993,,,,,,,C
378,67.48453059,-29.76253866,38998,4890916273430622464,229.65268979,-42.34744322,-0.3,0.7,-1.0,0.7,0.4,0.8,-0.3,21.0649,20.5648,19.6066,1.4583,1.475,72280674844465186,67.484535,-29.762539,,,20.509,0.038,19.969,0.015,19.413,0.017,19.363,0.084,b'0678m303_b0-005679',67.4845422,-29.7625284,0.00491,0.00039,0.0172,0.0177,41.0,52.4,15.989,0.026,14.618,0.021,5.66,0.0,0.2097,0.115,-0.94,0.001,0.999,0.0,,2.1158,1.7744,1.9263,1.9389,,True,19.29125,19.29125,19.29125,0.12140000000000015,162.81495684726852,2.0,,,,,,,,C
379,67.4884953,-29.75843141,38998,4890916273430623232,229.64811618,-42.34328525,0.3,0.4,-0.2,0.4,-0.6,0.5,-0.2,20.0253,19.9549,19.4393,0.5861,1.3565,72290674885050189,67.488495,-29.758432,,,19.972,0.027000000000000003,19.874,0.019,19.546,0.044,19.6,0.069,b'0678m303_b0-007630',67.4884929,-29.7585311,0.00732,-0.00975,0.0207,0.0207,40.6,47.1,16.168,0.027000000000000003,14.951,0.023,0.61,2.69,0.172,0.306,-0.514,0.0,1.0,0.0,1.7193,1.8119,1.7645,1.8761,1.8175,,True,19.29125,19.29125,19.29125,0.12140000000000015,162.81495684726852,2.0,,,,,,,,C
380,324.18830172,-31.17990261,39525,6784922947464739712,15.38480524,-47.63822074,-1.1,0.7,-0.1,0.6,0.1,0.4,0.5,20.5321,20.0856,19.7313,0.8008,1.064,70583241882764477,324.1883,-31.179901,,,,,19.8,0.037000000000000005,,,,,b'3247m319_b0-018475',324.1883619,-31.1798385,0.02913,0.01755,0.0429,0.0437,25.8,18.0,16.706,0.042,15.799,0.06,10.59,1.66,-0.1358,0.705,-0.152,0.0,0.999,0.001,1.6114,1.7789,2.0252,2.0951,1.9664,,False,37.112829999999995,37.112829999999995,37.112829999999995,0.18750000000000025,311.2212160647691,2.0,,,,,,,,C
381,324.18873348,-31.16960011,39525,6784923321127338368,15.40004018,-47.6372738,-0.3,1.2,0.5,1.6,1.2,1.1,0.6,20.7856,20.4934,20.3299,0.4558,1.0434,70593241888346932,324.1887200000001,-31.169619,20.975,0.101,20.614,0.195,20.484,0.11,20.239,0.096,19.984,0.194,b'3247m319_b0-032490',324.1887539,-31.1696962,-0.04371,0.01223,0.0655,0.0661,15.4,14.7,17.311,0.07,16.122,0.07400000000000001,0.01,0.17,-0.133,0.053,-1.277,0.0,1.0,0.0,5.9507,2.1935,2.0891,2.1790000000000003,2.1539,,True,37.112829999999995,37.112829999999995,37.112829999999995,0.18750000000000025,311.2212160647691,2.0,,,,,,,,C
382,333.35910279,-31.4438784,39601,6613909955466918656,16.10750827,-55.46269389,0.4,0.6,-0.3,0.6,-0.9,0.5,0.3,20.1386,20.1321,19.238,0.9006,1.6799,70263333590697685,333.3591,-31.443878,,,,,19.292,0.006999999999999999,,,,,b'3335m319_b0-002165',333.3591252,-31.4438785,0.02652,0.02214,0.0106,0.0093,66.4,77.6,14.685,0.016,13.797,0.014,9.33,7.57,0.4719,0.121,-0.917,0.001,0.999,0.0,0.6104,0.7471,0.5676,0.5698,0.6282,,False,26.734720000000003,26.734720000000003,26.734720000000003,1.0062000000000002,226.49085870982827,2.0,,,,,,,,C
383,333.36066233,-31.43657226,39601,6613910195985091840,16.12050389,-55.4636252,-0.2,0.8,-0.0,0.8,-0.5,0.6,0.2,20.6758,20.3198,19.8939,0.7819,1.1456,70273333605846502,333.36066,-31.436573,,,,,20.178,0.016,,,,,b'3335m319_b0-007630',333.3607765,-31.4367506,0.01141,-0.0211,0.0259,0.0247,41.1,29.2,15.945,0.026,15.338,0.037000000000000005,0.02,1.27,-0.0527,0.235,-0.629,0.0,0.975,0.025,1.2163,1.7202,1.4269,1.756,1.6344,,False,26.734720000000003,26.734720000000003,26.734720000000003,1.0062000000000002,226.49085870982827,2.0,,,,,,,,C
384,39.25554277,-32.70984891,39967,5063363952009080064,233.08230544,-66.51797409,0.6,0.6,0.2,0.3,-1.6,0.7,-0.7,20.9041,20.4018,19.8733,1.0307,1.1415,68740392554958484,39.255543,-32.70985,,,,,20.25,0.031,,,,,b'0395m334_b0-026086',39.2554751,-32.7096251,-0.07518999999999999,0.04082,0.0823,0.0804,15.3,7.5,17.434,0.071,16.928,0.145,1.64,1.4,-0.0783,0.042,-1.375,0.001,0.836,0.163,3.6048,3.0775,3.2527,3.4529,3.261,,False,30.16532,30.16532,30.16532,0.4552000000000001,236.80406982887402,2.0,,,,,,,,C
385,39.26264631,-32.70397656,39967,5063363990664342656,233.06590118,-66.51273218,-0.3,0.6,-0.1,0.3,0.1,0.7,-0.6,20.7947,20.5118,19.9346,0.8601,1.2751,68750392626055553,39.262646,-32.703976000000004,,,,,20.408,0.049,,,,,b'0395m334_b0-023972',39.2623535,-32.70385039999999,-0.09796,0.08682000000000001,0.0682,0.0643,17.8,11.1,17.340999999999998,0.061,16.567999999999998,0.098,0.32,3.32,0.0706,0.84,-0.076,0.0,0.995,0.004,2.88,2.8,2.8096,2.8079,2.8058,,False,30.16532,30.16532,30.16532,0.4552000000000001,236.80406982887402,2.0,,,,,,,,C
386,74.78231168,-32.83885524,40008,4873688953448024960,235.11707894,-36.81365051,0.6,1.1,-1.2,1.0,-0.1,1.1,-0.2,21.0501,20.8408,19.8637,1.1864,1.6334,68590747822863630,74.78228,-32.838867,,,,,20.419,0.073,,,,,b'0755m334_b0-014264',74.7823007,-32.8389104,0.01383,0.00589,0.0293,0.0311,31.3,25.1,16.590999999999998,0.035,15.742,0.043,1.58,0.08,0.3983,0.067,-1.171,0.004,0.994,0.002,2.3011,1.735,1.6329,1.6226,1.6635,,False,53.37271,53.37271,53.37271,0.7208,452.05500446791916,2.0,,,,,,,,C
387,74.78881253,-32.82507247,40008,4873689129543368064,235.10152416,-36.80560626,-0.4,0.3,-0.0,0.2,0.2,0.3,-0.1,19.7908,19.6345,19.2791,0.5118,1.2119,68610747888180280,74.78879,-32.82509,,,19.611,0.095,19.626,0.01,,,,,b'0755m334_b0-003872',74.7888017,-32.8250725,-0.00994,-0.01651,0.0114,0.0116,59.9,64.8,15.267,0.018000000000000002,14.354,0.017,2.75,1.7,0.0319,1.789,0.253,0.0,1.0,0.0,0.8864,0.9349,0.8585,1.0348,0.9427,,False,53.37271,53.37271,53.37271,0.7208,452.05500446791916,2.0,,,,,,,,C
388,100.6148324,-32.90797083,40041,5583509097426180224,242.11545428,-16.08103224,-0.1,0.1,0.2,0.1,-0.1,0.1,-0.2,18.1715,18.3792,17.0921,1.0794,2.2555,68511006148310713,100.614845,-32.907978,18.409,,17.42,,17.483,0.016,16.805,,16.652,,b'1007m334_b0-002046',100.6148482,-32.9079969,-0.01089,-0.0013,0.0044,0.0046,96.4,112.1,12.75,0.011,12.052,0.01,8.52,1.1,1.0312,1.273,0.105,0.012,0.988,0.0,0.0913,0.2055,0.1619,0.3147,0.2274,,True,25.06615,25.06615,25.06615,1.4847,212.1515141763224,2.0,,,,,,100.61447997488746,-32.9084137068114,C
389,100.62260029,-32.91041055,40041,5583509097423435648,242.12037453,-16.0759206,0.4,0.5,0.6,0.5,-0.8,0.5,-0.1,20.8185,20.425,19.8867,0.9318,1.1958,68501006225557776,100.6226,-32.91041,,,,,20.152,0.025,,,,,b'1007m334_b0-036428',100.6228566,-32.9102925,0.02154,0.04599,0.0247,0.0263,39.4,31.9,16.088,0.028,15.255999999999998,0.034,1.31,19.86,-0.0149,0.123,-0.911,0.0,0.987,0.013,1.6294,1.809,1.6435,1.6838,1.7121,,False,25.06615,25.06615,25.06615,1.4847,212.1515141763224,2.0,,,,,,100.61447997488746,-32.9084137068114,C
390,204.47682387,-33.79941497,40323,6165276810101889664,313.86557575,28.08382411,-0.7,0.4,0.5,0.4,-0.3,0.3,-0.1,19.8608,19.5501,19.3177,0.5431,1.0661,67442044768371032,204.47682,-33.799416,,,,,19.635,0.028,,,,,b'2051m334_b0-017815',204.476937,-33.7993536,0.13242,0.0169,0.0224,0.0253,41.0,32.5,16.087,0.026,15.247,0.033,8.34,0.0,-0.1157,0.317,-0.499,0.0,0.998,0.002,2.4019,1.9451,2.5274,2.0489,2.1738,,False,10.81022,10.81022,10.81022,1.4862,89.52018271146446,2.0,,,,,,,,C
391,204.48041125,-33.79977589,40323,6165276741382412800,313.86880106,28.08286505,1.1,0.6,0.5,0.8,-0.4,0.6,-0.1,20.2007,20.3338,19.3365,0.8642,1.8744,67442044803480619,204.48041,-33.799774,,,,,19.838,0.092,,,,,b'2051m334_b0-007756',204.48030480000003,-33.7997516,-0.01703,0.03609,0.0131,0.0148,58.7,51.2,15.228,0.018000000000000002,14.59,0.021,1.8,8.0,0.6695,0.234,-0.632,0.004,0.994,0.001,1.1241,0.7867,0.6977,0.5785,0.6876,,False,10.81022,10.81022,10.81022,1.4862,89.52018271146446,2.0,,,,,,,,C
