,ra,dec,clusterid,source_id,l,b,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,pmra_pmdec_corr,phot_bp_mean_mag,phot_g_mean_mag,phot_rp_mean_mag,bp_rp,phot_bp_rp_excess_factor,ps_id,ra_ps,dec_ps,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,ymag,e_ymag,catwise_id,ra_cat,dec_cat,pmra_cat,pmdec_cat,e_pmra_cat,e_pmdec_cat,snrw1pm,snrw2pm,w1mpropm,e_w1mpropm,w2mpropm,e_w2mpropm,chi2pmra_cat,chi2pmdec_cat,phot_bp_rp_excess_factor_c,fpm0,log_fpm0,p_gal_mean,p_qso_mean,p_star_mean,z_gaia,z_ph_xgb,z_ph_tab,z_ph_ftt,z_ph,z_xp_nn,ps1_good,sep_mean,sep_min,sep_max,"z_diff(max,z_ph)",dis(max),qso_num,S_colour,Wen_BCG_RA,Wen_BCG_DEC,Zou_BCG_RA,Zou_BCG_DEC,eROSITA_cluster_RA,eROSITA_cluster_DEC,Grade
313,218.00676529999998,21.94193585,17282,1242006999001912448,25.65869352,66.58662834,-0.7,0.7,0.0,0.7,0.2,0.8,-0.1,20.5948,20.5143,20.0715,0.5232,1.3063,134332180067600870,218.00676,21.941933,20.698,0.043,20.374,0.076,20.538,0.051,20.589,0.049,20.039,0.14800000000000002,b'2179p212_b0-012866',218.006795,21.9419355,0.02166,0.01922,0.031,0.0342,28.2,25.6,16.662,0.038,15.667,0.042,0.65,0.04,0.1257,0.3,-0.523,0.0,1.0,0.0,3.5694,1.0158,1.0864,1.1179,1.0734,,True,34.732479999999995,34.732479999999995,34.732479999999995,1.2217000000000002,285.09449580780944,2.0,0.8537999999999993,,,,,,,C
314,143.89605941,21.63565876,17419,640937591625693696,208.86426949,45.33830406,-0.2,0.2,-0.0,0.2,-0.1,0.1,-0.3,19.0278,18.7782,18.3448,0.6829999999999999,1.2036,133961438960963341,143.89606,21.63566,18.429,0.013,18.788,0.01,18.352,0.013,18.282,0.011,18.158,0.032,b'1436p212_b0-003119',143.8961386,21.6356134,-0.01756,-0.00186,0.0144,0.0159,54.5,54.3,15.445,0.02,14.48,0.02,3.31,0.27,0.0127,3.091,0.49,0.0,1.0,0.0,2.6432,1.9299,2.4765,1.9498,2.1187,,True,11.71055,11.71055,11.71055,0.9246,97.33354037431538,2.0,0.6086000000000003,,,,,,,C
315,143.89775839,21.63281493,17419,640937591625693184,208.86879953,45.33896905,2.4,1.9,1.1,2.4,-1.0,1.5,-0.7,20.9496,20.7551,20.4866,0.463,1.1452,133951438977819933,143.89777,21.632814,20.518,0.03,20.416,0.026,20.343,0.062,20.32,0.029,19.921,0.166,b'1436p212_b0-008271',143.89775669999997,21.6328754,-0.06577999999999999,0.02387,0.0255,0.0316,34.6,31.2,16.335,0.031,15.186,0.035,2.45,3.3,-0.0317,0.05,-1.301,0.0,1.0,0.0,5.351,1.1993,1.1742,1.2088,1.1941,,True,11.71055,11.71055,11.71055,0.9246,97.33354037431538,2.0,0.6086000000000003,,,,,,,C
316,205.31264599,21.25757846,17594,1249641247535328256,8.26730717,77.22369589,4.0,1.9,-0.1,1.7,1.8,1.8,-0.6,20.737,20.833,20.0866,0.6503,1.6294,133502053126739550,205.31265,21.257574,20.91,0.038,20.799,0.111,20.758000000000006,0.021,20.427,0.035,,,b'2050p212_b0-005018',205.3126767,21.257626,-0.01978,-0.01804,0.0213,0.0235,42.2,33.1,15.991,0.026,15.286,0.033,4.8,4.99,0.4407,0.034,-1.47,0.0,1.0,0.0,1.2293,0.8379,0.9119,0.9123,0.8874,,True,39.35657,39.35657,39.35657,0.12650000000000006,316.2102287515994,2.0,0.7778000000000006,,,,,,,C
317,205.31797551,21.24783961,17594,1249641251830401792,8.24026828,77.21454509,0.8,0.5,-0.5,0.6,0.3,0.5,-0.2,20.2036,20.1781,19.6976,0.506,1.3637,133492053179647919,205.31798,21.247831,20.493,0.057,20.062,0.018000000000000002,20.126,0.027000000000000003,20.267,0.026,19.737,0.08,b'2050p212_b0-005968',205.31798380000004,21.247865,0.01635,0.01222,0.0231,0.0245,40.7,32.6,16.13,0.027000000000000003,15.339,0.033,2.77,2.45,0.1841,0.299,-0.525,0.0,1.0,0.0,0.9921,1.0357,0.9846,1.0214,1.0139,,True,39.35657,39.35657,39.35657,0.12650000000000006,316.2102287515994,2.0,0.7778000000000006,,,,,,,C
318,350.14216042,21.22619422,17606,2837862223077834624,96.18505186,-36.88140064,0.1,1.1,0.5,1.5,-0.2,1.0,-0.3,20.5269,20.4208,19.7575,0.7694,1.4331,133473501421341862,350.14215,21.226192,20.875,0.017,20.654,0.02,20.298,0.08,20.272,0.076,19.718,0.217,b'3503p212_b0-008053',350.1421147,21.2262595,0.03681,0.06808,0.0214,0.0209,48.7,29.3,15.705,0.022,15.272,0.037000000000000005,12.83,0.26,0.2358,0.105,-0.98,0.002,0.998,0.0,0.5601,0.6211,0.659,0.5521,0.6107,,True,23.45572,23.45572,23.45572,0.07010000000000005,158.09342853784028,2.0,0.7990999999999999,,,,,,,C
319,350.146485,21.22107559,17606,2837862223080636160,96.18685328,-36.8877548,-0.0,0.5,0.1,0.4,-0.6,0.4,0.3,20.0425,19.8562,19.1843,0.8582,1.3925,133463501464725843,350.14648,21.221075,20.199,0.043,19.86,0.02,19.6,0.016,19.595,0.025,19.007,0.066,b'3503p212_b0-002879',350.14651160000005,21.2210265,0.013280000000000002,0.0016699999999999998,0.009000000000000001,0.0092,48.2,56.5,14.569,0.023,13.821,0.019,11.84,2.52,0.1881,0.218,-0.6609999999999999,0.001,0.999,0.0,0.4481,0.6473,0.4425,0.5318,0.5406,,True,23.45572,23.45572,23.45572,0.07010000000000005,158.09342853784028,2.0,0.7990999999999999,,,,,,,C
320,179.30366919,18.86296572,18613,3975130392956139264,243.6392385,75.05001192,-1.2,0.7,-0.6,0.7,-0.5,0.5,-0.1,20.3239,20.1341,19.8016,0.5223,1.1807,130631793037066164,179.30366999999995,18.862967,20.199,0.042,20.07,0.018000000000000002,20.008,0.032,20.053,0.045,19.879,0.04,b'1792p181_b0-003390',179.3036172,18.8629654,0.0332,-0.01719,0.0181,0.0203,47.3,46.3,15.795,0.023,14.697,0.023,0.61,1.13,0.0001,0.172,-0.7659999999999999,0.0,1.0,0.0,0.524,0.9073,0.9941,0.7611,0.8875,,True,26.824559999999998,26.824559999999998,26.824559999999998,0.3667999999999999,208.14685759882732,2.0,0.8022000000000007,,,,,,,C
321,179.31121809,18.86084643,18613,3975130397252160128,243.66217884,75.05454053,0.1,0.2,-0.0,0.3,-0.3,0.2,-0.0,18.9302,18.6898,18.1466,0.7836,1.2753,130631793112483623,179.31122,18.860846,19.411,0.006,19.099,0.013,18.842,0.02,18.779,0.018000000000000002,18.21,0.016,b'1792p181_b0-000931',179.3111979,18.8608586,-0.02358,0.00963,0.006999999999999999,0.0076,73.9,94.8,14.275,0.015,13.212,0.011,5.1,2.81,0.077,0.581,-0.236,0.0,1.0,0.0,0.4821,0.6229,0.4678,0.4713,0.5207,,True,26.824559999999998,26.824559999999998,26.824559999999998,0.3667999999999999,208.14685759882732,2.0,0.8022000000000007,,,,,,,C
322,139.61099871,16.96221421,19442,631855659939599232,213.03067378,39.96980139,1.3,0.9,3.3,1.0,-1.4,0.8,-0.6,20.081,20.215,19.3248,0.7562,1.7761,128351396109885159,139.611,16.962214000000003,20.339,0.04,20.124,0.017,19.804,0.031,19.82,0.07200000000000001,19.245,0.14400000000000002,b'1399p166_b0-003283',139.6109937,16.9622063,0.0056,0.00555,0.0133,0.0159,54.1,49.6,15.282,0.02,14.54,0.022,2.67,0.82,0.5798,0.001,-3.087,0.001,0.999,0.0,0.4475,0.461,0.4412,0.4786,0.4602,,True,24.71469,24.71469,24.71469,1.0575,209.22794959376046,2.0,0.7775000000000013,,,,,,,C
323,139.6148907,16.96798248,19442,631855659939804672,213.02544969,39.9753784,-1.1,1.4,-2.7,1.9,0.5,1.4,-0.7,21.0475,20.6205,20.1557,0.8919,1.1353,128361396148602102,139.61488,16.967978,21.406,0.039,21.235,0.038,20.56,0.05,20.316,0.052000000000000005,,,b'1399p166_b0-006445',139.614895,16.9677936,0.0016600000000000002,0.01015,0.0206,0.0247,33.8,33.8,15.875,0.032,14.824000000000002,0.032,0.38,0.01,-0.0719,0.019,-1.712,0.0,1.0,0.0,1.8467,1.4589,1.5094,1.5849,1.5177,,True,24.71469,24.71469,24.71469,1.0575,209.22794959376046,2.0,0.7775000000000013,,,,,,,C
324,32.06252168,16.29708587,19732,80022769802861568,148.39240945,-42.74530715,-0.7,0.5,0.1,0.6,-0.2,0.6,0.3,20.18,20.0189,19.5372,0.6428,1.2812,127550320625246979,32.062523,16.297085,20.554,0.026,20.32,0.014,19.937,0.048,19.924,0.06,19.756,0.038,b'0314p166_b0-003108',32.0625289,16.297076500000006,0.0045,0.02736,0.0138,0.0141,50.9,57.4,15.354,0.021,14.3,0.019,8.02,0.55,0.093,0.4320000000000001,-0.365,0.0,1.0,0.0,3.3285,0.8306,0.8715,0.8889,0.8637,,True,38.60764,38.60764,38.60764,0.3053,318.9111182341791,2.0,0.6068000000000001,,,,,,,C
325,32.07238038,16.29203919,19732,80022765507644416,148.40696633,-42.74616243,0.1,0.1,0.0,0.2,0.0,0.1,0.4,18.1933,17.9952,17.5983,0.595,1.211,127550320724060980,32.072388000000004,16.292036,18.253,0.009000000000000001,17.934,0.01,17.861,0.008,17.945,0.012,17.785,0.009000000000000001,b'0314p166_b0-001539',32.072415,16.2920467,0.00556,0.00141,0.0071,0.0065,71.9,102.0,14.402,0.015,13.063,0.011,7.95,8.24,0.026,8.125,0.91,0.0,1.0,0.0,1.1798,1.1653,1.179,1.1628,1.169,1.097,True,38.60764,38.60764,38.60764,0.3053,318.9111182341791,2.0,0.6068000000000001,,,,,,,C
326,161.11637393,14.3994971,20514,3885253323204541440,229.77497198,57.83062645,-0.8,0.9,1.4,1.5,2.0,1.1,-0.3,20.4645,20.2055,19.6253,0.8392,1.2897,125271611163809958,161.11636,14.399492,20.267,0.016,20.195,0.021,20.303,0.05,20.28,0.03,20.045,0.07400000000000001,b'1612p151_b0-034372',161.1162976,14.3994264,0.01394,-0.11021,0.0732,0.0866,12.6,13.1,17.628,0.086,16.237000000000002,0.083,0.0,1.6,0.0868,0.006,-2.235,0.0,1.0,0.0,3.0091,2.9019,2.8961,2.9723,2.9235,,True,43.43352,43.43352,43.43352,1.2532000000000003,367.84395287366567,2.0,0.7005999999999997,,,,,,,C
327,161.12514633,14.39093192,20514,3885253254485218048,229.79671829,57.83402020000001,-1.1,1.2,5.3,2.3,-0.5,1.5,0.2,20.8443,20.571,20.1184,0.726,1.2025,125261611251559697,161.12514,14.390933,20.699,0.075,20.8,0.036000000000000004,20.448,0.035,20.467,0.067,,,b'1612p151_b0-022173',161.1252015,14.3909381,0.07321,0.01796,0.0525,0.0592,20.1,15.3,17.047,0.054000000000000006,16.047,0.071,2.04,1.79,0.0084,0.002,-2.647,0.0,1.0,0.0,0.2015,1.6088,1.7685,1.6338,1.6703,,True,43.43352,43.43352,43.43352,1.2532000000000003,367.84395287366567,2.0,0.7005999999999997,,,,,,,C
328,193.46216458,65.20442738,2182,1677273171055176704,122.52209645,51.92190427,-0.2,0.7,0.3,1.3,1.5,1.1,0.4,20.7642,20.5729,19.6906,1.0736,1.5567,186241934622016002,193.46217,65.20443,20.848000000000006,0.041,20.611,0.015,20.234,0.018000000000000002,20.038,0.046,19.907,0.125,b'1922p651_b0-002810',193.4621905,65.2044437,0.02211,0.00331,0.0118,0.0127,64.9,54.8,15.32,0.017,14.755,0.02,0.0,4.29,0.3329,0.045,-1.345,0.027000000000000003,0.973,0.0,0.6339,0.7426,0.7659999999999999,0.7101,0.7396,,True,39.22902,39.22902,39.22902,0.0595,286.3728202100933,2.0,0.8299999999999994,,,193.47282338289563,65.20307269913518,,,C
329,193.48814545,65.2042788,2182,1677273171055176576,122.50442771,51.92188388,-0.2,0.1,-0.0,0.2,-0.2,0.2,0.3,18.7591,18.4971,17.9728,0.7863,1.2519,186241934882115884,193.48814,65.20428000000001,18.738,0.021,18.507,0.022,18.352,0.008,18.32,0.032,18.288,0.028,b'1922p651_b0-000890',193.4881696,65.2042681,0.01195,-0.01195,0.0049,0.0054,80.8,120.8,13.867,0.013,12.693,0.009000000000000001,0.27,6.31,0.0533,2.529,0.403,0.0,1.0,0.0,0.574,0.7268,0.5547,0.7587,0.6801,0.7334,True,39.22902,39.22902,39.22902,0.0595,286.3728202100933,2.0,0.8299999999999994,,,193.47282338289563,65.20307269913518,,,C
330,148.37692511,8.41008705,23068,3877986444698600832,228.38838061,44.01423585,0.6,0.5,0.8,0.5,-0.2,0.3,-0.3,19.871,19.6104,19.1555,0.7155,1.2104,118091483769362599,148.37691999999996,8.410086999999999,20.191,0.033,20.017,0.02,19.742,0.028,19.937,0.039,19.818,0.099,b'1485p090_b0-005678',148.3768628,8.410108300000001,0.01781,0.01712,0.0227,0.0268,35.8,41.1,16.076,0.03,14.807,0.026,0.2,2.14,0.0172,0.228,-0.642,0.0,1.0,0.0,1.5419999999999998,1.5352,1.5453,1.5433,1.5413,,True,22.5965,22.5965,22.5965,0.028099999999999792,191.3680838437866,2.0,0.8252000000000003,,,,,,,C
331,148.3822367,8.406653599999999,23068,3877986448993351936,228.39616001,44.01708175,-0.4,0.8,-0.7,0.9,-1.0,0.5,-0.0,20.3117,20.1807,19.7962,0.5155,1.2427,118081483822428471,148.38223,8.406652000000001,20.261,0.02,20.079,0.029,19.906,0.033,19.975,0.052000000000000005,20.094,0.079,b'1485p090_b0-013592',148.3822075,8.406620599999998,0.0029100000000000003,-0.01201,0.0376,0.0409,27.3,23.5,16.486,0.04,15.545,0.046,0.52,1.01,0.0625,0.033,-1.484,0.0,1.0,0.0,1.5219,1.5096,1.5412,1.4888,1.5132,,True,22.5965,22.5965,22.5965,0.028099999999999792,191.3680838437866,2.0,0.8252000000000003,,,,,,,C
332,177.83253773,63.91470047,2452,863450089065689216,133.59157140000002,51.95164688,2.5,2.3,3.2,1.4,1.6,1.3,-0.0,20.7018,20.8101,19.6707,1.0312,2.0035,184691778325278438,177.8325,63.914696,20.323,0.044,20.253,0.017,19.909,0.023,19.853,0.041,19.41,0.062,b'1783p636_b0-002422',177.8325386,63.9147071,0.02481,0.00689,0.0109,0.0122,63.0,56.1,15.164,0.017,14.711,0.019,0.05,2.07,0.7838,0.003,-2.4730000000000003,0.001,0.999,0.0,0.7288,0.5904,0.6239,0.6012,0.6051,,True,27.770290000000003,27.770290000000003,27.770290000000003,0.054200000000000026,193.60070893355203,2.0,0.8935000000000001,,,,,,,C
333,177.83531287,63.92231734,2452,863450089065689600,133.58510999,51.94504054,-0.3,0.4,-0.6,0.5,0.8,0.7,0.2,20.0957,20.1408,19.4179,0.6778,1.5752,184701778353497551,177.83531000000005,63.922318,19.991,0.039,20.13,0.033,19.782,0.026,19.835,0.03,19.607,0.031,b'1783p636_b0-002556',177.83530290000004,63.9223079,0.02052,0.00232,0.0106,0.0117,62.3,65.8,15.273,0.017,14.51,0.017,0.0,3.36,0.3846,0.07200000000000001,-1.143,0.0,1.0,0.0,0.6101,0.6316,0.7309,0.6153,0.6593,,True,27.770290000000003,27.770290000000003,27.770290000000003,0.054200000000000026,193.60070893355203,2.0,0.8935000000000001,,,,,,,C
334,267.43901871,68.64002443,27650660,1634756332016506752,98.82561215,30.72086164,-0.4,0.4,-0.1,0.6,-1.0,0.6,0.0,20.5258,20.2474,19.6842,0.8416,1.2683,190362674389898829,267.43903,68.64001999999999,20.407,0.035,20.169,0.041,20.0,0.025,19.489,0.032,19.284,0.083,b'2690p681_b0-011205',267.4391738,68.64002430000001,-0.02184,0.01018,0.0083,0.0082,21.2,36.1,15.974,0.051,14.804,0.03,,,0.0653,0.124,-0.906,0.0,1.0,0.0,2.294,2.247,2.2487,2.2477,2.2478,,True,11.020610000000001,11.020610000000001,11.020610000000001,1.0268,91.62486218536397,2.0,0.8512999999999998,,,,,,,C
335,267.44457616,68.64232108,27650660,1634756327720910208,98.82812967,30.7186966,-0.1,0.7,-0.0,1.1,0.3,1.1,-0.2,20.4951,20.5959,20.221,0.2741,1.3903,190372674446271618,267.44458,68.64231,20.911,0.038,20.572,0.032,20.592,0.036000000000000004,20.508000000000006,0.054000000000000006,20.365,0.191,b'2690p681_b0-013826',267.4447875,68.64228790000001,0.02536,-0.00113,0.011,0.0112,16.7,29.7,16.3,0.065,15.295,0.037000000000000005,,,0.2243,0.129,-0.89,0.0,1.0,0.0,1.5296,1.216,1.1987,1.2484,1.221,,True,11.020610000000001,11.020610000000001,11.020610000000001,1.0268,91.62486218536397,2.0,0.8512999999999998,,,,,,,C
336,223.30692778,61.27998552,3005,1617839864585742976,100.55956629,50.22620557,-0.4,0.3,0.3,0.5,-1.1,0.4,-0.0,20.3707,20.0601,19.491,0.8796,1.2557,181532233071706756,223.30693,61.279984,20.326,0.03,20.178,0.012,20.037,0.011,19.828,0.008,19.659,0.124,b'2220p605_b0-007581',223.306821,61.27973829999999,-0.02221,-0.03417,0.0156,0.0164,49.5,52.2,16.084,0.022,15.032,0.021,0.85,1.13,0.0495,0.011,-1.968,0.0,1.0,0.0,0.7399,1.0663,1.45,1.1607,1.2256,,True,24.28019,24.28019,24.28019,0.72,203.82212627694213,2.0,0.8225999999999998,,,,,,,C
337,223.32053428,61.27833136,3005,1617839860289699456,100.550496,50.2227685,-0.0,0.3,-0.2,0.3,0.2,0.3,0.0,20.0094,19.7088,19.297,0.7124,1.1649,181532233204154646,223.32054,61.278328,19.802,0.03,19.756,0.032,19.674,0.013,19.482,0.032,19.608,0.051,b'2220p605_b0-007120',223.3205188,61.2783402,0.00064,-0.00658,0.0171,0.0186,48.3,52.6,16.204,0.022,15.095999999999998,0.021,0.0,1.94,-0.0281,1.3019999999999998,0.115,0.0,1.0,0.0,1.96,1.9298,1.9546,1.9526,1.9456,,True,24.28019,24.28019,24.28019,0.72,203.82212627694213,2.0,0.8225999999999998,,,,,,,C
338,346.97032421,-10.19354944,30907,2605986284615274624,62.74471648,-60.31120366,0.3,1.0,1.2,0.9,-0.2,0.9,0.3,20.3131,20.4227,19.9093,0.4038,1.4778,95763469702558198,346.97034,-10.193552,20.503,0.029,20.719,0.054000000000000006,20.364,0.044,20.5,0.076,20.167,0.103,b'3476m107_b0-018577',346.9704268000001,-10.1935934,-0.11156,0.04797,0.0594,0.0609,19.3,14.6,16.903,0.056,16.097,0.075,1.24,0.07,0.3045,0.061,-1.213,0.0,1.0,0.0,0.5953,1.2919999999999998,1.5824,0.8985,1.2576,,True,33.34588,33.34588,33.34588,0.07590000000000008,278.3064538714541,2.0,0.8526999999999998,,,,,,,C
339,346.97218898,-10.20262854,30907,2605986181536300800,62.73262915,-60.31827227,0.1,0.7,0.4,0.5,-0.0,0.6,0.6,19.8084,19.8817,19.4447,0.3637,1.4055,95753469721917265,346.9722,-10.202629,19.809,0.067,19.756,0.03,19.875,0.018000000000000002,19.871,0.06,19.785,0.039,b'3476m107_b0-006258',346.97220739999995,-10.2025819,0.00365,-0.02043,0.0249,0.0261,35.5,38.3,16.11,0.031,14.866,0.028,2.24,0.39,0.2346,0.467,-0.331,0.0,1.0,0.0,4.2631,1.2207,1.1256,1.1987,1.1817,,True,33.34588,33.34588,33.34588,0.07590000000000008,278.3064538714541,2.0,0.8526999999999998,,,,,,,C
340,282.20754596,60.74647491,3128,2156357943787543936,90.66509115,23.75201264,0.2,0.4,-0.5,0.6,0.3,0.5,0.2,20.3314,20.1177,19.8048,0.5266,1.1572,180892822075956514,282.20755,60.746475,20.413,0.029,20.061,0.023,20.063,0.018000000000000002,20.232,0.037000000000000005,20.479,0.154,b'2820p605_b0-012794',282.2075672,60.7464601,-0.0312,0.03374,0.0126,0.0115,64.1,63.0,15.925,0.017,15.018,0.017,2.87,11.29,-0.0237,0.29,-0.5379999999999999,0.0,1.0,0.0,1.1911,1.2328,1.1938,1.2048,1.2105,,True,24.58584,24.58584,24.58584,0.00099999999999989,204.15848580347895,2.0,0.9607,,,,,,,C
341,282.21846104,60.75074032,3128,2156357943787545600,90.67098468,23.74782445,-0.6,0.6,-0.1,1.6,-1.6,1.1,0.1,20.6761,20.4353,20.1147,0.5615,1.1465,180902822184851638,282.21848,60.75074,20.863000000000003,0.03,20.543000000000006,0.052000000000000005,20.566,0.025,20.631,0.03,,,b'2820p605_b0-020474',282.2185401,60.7507971,0.03748,0.03064,0.0165,0.0155,52.0,50.9,16.401,0.021,15.342,0.021,3.04,0.58,-0.0364,0.032,-1.49,0.0,1.0,0.0,0.6657,1.1889,1.2006,1.2389,1.2095,,True,24.58584,24.58584,24.58584,0.00099999999999989,204.15848580347895,2.0,0.9607,,,,,,,C
342,49.35538811,-11.91209179,31514,5162488361227019136,196.19827037,-52.57727241,-0.1,0.3,0.1,0.3,-0.6,0.3,0.1,19.569000000000006,19.3685,18.9994,0.5696,1.1943,93700493553725856,49.35539,-11.912092,19.762,0.014,19.596,0.014,19.436,0.011,19.414,0.015,19.224,0.066,b'0494m122_b0-008633',49.355407,-11.9120996,-0.05863,-0.00384,0.0302,0.0296,32.7,30.3,16.459,0.033,15.419,0.036000000000000004,0.42,0.06,0.0108,0.234,-0.631,0.0,1.0,0.0,2.7288,2.7216,2.7144,2.7312,2.7224,,True,34.03402,34.03402,34.03402,1.4225,285.1302267354374,2.0,0.6620000000000008,,,,,,,C
343,49.36502249,-11.91137814,31514,5162488361227019264,196.20486591,-52.56871036,0.7,1.2,-0.3,0.9,-0.7,0.9,0.3,20.6493,20.603,20.5384,0.1109,1.1417,93700493650436696,49.36502,-11.911378,21.006,0.027000000000000003,20.617,0.024,20.515,0.031,20.562,0.068,20.211,0.17600000000000002,b'0494m122_b0-010062',49.365016,-11.9113781,0.04251,0.01982,0.034,0.0336,27.3,28.2,16.655,0.04,15.449000000000002,0.039,4.46,0.06,-0.0168,0.142,-0.848,0.0,1.0,0.0,0.7714,1.3504,1.2836,1.2656,1.2999,,True,34.03402,34.03402,34.03402,1.4225,285.1302267354374,2.0,0.6620000000000008,,,,,,,C
344,214.39212795,79.62227516,319,1715523707412796672,118.20170564,36.70214962,-0.3,0.7,-0.1,0.6,-0.2,0.8,-0.0,20.7658,20.515,20.1752,0.5906,1.1513,203542143919797528,214.39214,79.62228,20.804,0.041,20.765,0.056,20.49,0.028,20.376,0.066,19.982,0.191,b'2176p802_b0-024765',214.3918313,79.62228879999998,0.00885,-0.00256,0.0416,0.0352,25.0,24.5,17.293,0.043,16.032,0.044,0.49,0.96,-0.0335,0.297,-0.527,0.0,1.0,0.0,2.7142,2.0544,2.2681,1.9725,2.0983,,True,39.947559999999996,39.947559999999996,39.947559999999996,0.0815999999999999,334.0875582140142,2.0,0.9149000000000004,,,,,,,C
345,214.42657715,79.61307785,319,1715523638692355328,118.18995725,36.7080162,-1.6,1.0,1.0,0.8,-0.6,1.0,-0.3,20.7567,20.6164,20.2501,0.5066,1.2272,203532144265216515,214.42657000000003,79.613075,20.742,0.043,20.816,0.033,20.601,0.061,20.26,0.005,,,b'2176p802_b0-025314',214.4263256,79.61308609999998,-0.033510000000000005,0.017830000000000002,0.0433,0.039,24.6,19.9,17.253,0.044,16.285,0.055,1.37,0.0,0.0475,0.086,-1.067,0.0,1.0,0.0,1.7892,1.9442,2.0977,2.008,2.0167,,True,39.947559999999996,39.947559999999996,39.947559999999996,0.0815999999999999,334.0875582140142,2.0,0.9149000000000004,,,,,,,C
346,227.58814735,-14.00207182,32380,6309053657833128960,346.60600059,36.82571525,-0.4,0.2,-0.0,0.3,0.2,0.3,-0.2,19.3221,19.0903,18.6979,0.6242,1.1899,91192275881587904,227.58815,-14.002072,19.145,0.038,19.08,0.028,18.883,0.01,18.938,0.021,18.664,0.047,b'2281m137_b0-002421',227.5881412,-14.0020844,0.00379,-0.00102,0.0068,0.0078,71.9,92.3,14.274,0.015,13.172,0.012,4.48,1.97,0.003,1.755,0.244,0.0,1.0,0.0,0.5647,0.6018,0.5467,0.5636,0.5707,,True,19.73686,19.73686,19.73686,0.3753,155.89160494653606,2.0,0.7759000000000015,,,,,,,C
347,227.59110715,-13.99740174,32380,6309053730847863168,346.61247248,36.82750977,1.0,1.0,-2.9,1.8,-0.2,1.8,-0.5,20.6785,20.5794,20.4994,0.1791,1.1151,91202275910483481,227.59111,-13.997395,20.918000000000006,0.035,21.185,0.08900000000000001,20.928,0.043,20.563,0.049,20.522,0.161,b'2281m137_b0-026529',227.5911819,-13.9974372,-0.0944,0.06276,0.0395,0.0428,27.0,19.5,16.502,0.04,15.69,0.056,0.84,1.02,-0.0464,0.009000000000000001,-2.053,0.0,1.0,0.0,1.2996,0.9941,0.8772,0.9669,0.946,,True,19.73686,19.73686,19.73686,0.3753,155.89160494653606,2.0,0.7759000000000015,,,,,,,C
348,27.21064752,-18.43657643,34208,5141166150704536832,182.59338543,-74.18969404,-1.2,0.7,-1.2,0.9,-0.8,0.5,0.0,20.536,20.4187,20.1175,0.4185,1.2065,85870272106266462,27.210638,-18.436583,20.424,0.034,20.115,0.029,20.067,0.028,20.125,0.039,19.903,0.016,b'0269m182_b0-004927',27.210664500000004,-18.4365414,0.01573,0.05662,0.0242,0.0232,39.6,35.9,15.968,0.027000000000000003,15.033,0.03,5.59,0.38,0.0323,0.045,-1.348,0.0,1.0,0.0,1.1294,1.1645,1.1248,1.1043,1.1312,,True,31.692490000000003,31.692490000000003,31.692490000000003,1.3676,260.3503855489984,2.0,0.5680999999999997,,,,,,,C
349,27.21279004,-18.44514206,34208,5141165944546103808,182.62322477,-74.19307348,-0.4,0.4,-0.2,0.4,-0.0,0.3,0.1,19.9165,19.752,19.4982,0.4183,1.1551,85860272128196209,27.212795,-18.445139,19.918,0.015,19.971,0.024,19.954,0.019,19.774,0.038,19.6,0.07200000000000001,b'0269m182_b0-014671',27.212868800000006,-18.4451975,0.03485,0.03551,0.0565,0.0537,22.4,14.5,16.802,0.049,16.094,0.075,0.74,0.11,-0.0191,1.229,0.09,0.0,1.0,0.0,2.4927,2.5122,2.4994,2.4847,2.4988,,True,31.692490000000003,31.692490000000003,31.692490000000003,1.3676,260.3503855489984,2.0,0.5680999999999997,,,,,,,C
350,334.96867512,-18.46755578,34223,6822509129690292864,38.75453904,-54.15797856,0.4,0.4,-0.5,0.6,-0.5,0.4,0.3,19.4692,19.2594,18.8648,0.6045,1.2032,85833349686639310,334.96866,-18.467527,19.302,0.015,19.262,0.015,19.156,0.01,18.999,0.014,18.75,0.022,b'3346m182_b0-007057',334.9685904,-18.4675367,0.06762,0.013369999999999998,0.0252,0.0247,39.6,32.5,15.972,0.027000000000000003,15.03,0.033,10.84,0.04,0.0176,0.29,-0.5379999999999999,0.0,1.0,0.0,2.2923,2.3035,2.3548,2.2929,2.3171,,True,27.559929999999998,27.559929999999998,27.559929999999998,0.2970999999999999,230.44503838205563,2.0,0.8697999999999986,,,,,,,C
351,334.97093839999997,-18.47490418,34223,6822508927826156288,38.74413814,-54.16261753,0.6,1.2,-0.2,1.3,0.3,1.8,0.8,20.784,20.6236,20.1313,0.6527,1.288,85833349709520469,334.9709200000001,-18.474884,21.177,0.03,21.089,0.041,20.862,0.035,20.582,0.058,20.549,0.193,b'3346m182_b0-025402',334.9709419,-18.4746542,-0.09904,0.034,0.0878,0.085,14.6,8.7,17.317999999999998,0.07400000000000001,16.625,0.124,0.95,0.65,0.0992,0.097,-1.013,0.001,0.999,0.0,1.2951,1.9602,2.0263,2.0736,2.02,,True,27.559929999999998,27.559929999999998,27.559929999999998,0.2970999999999999,230.44503838205563,2.0,0.8697999999999986,,,,,,,C
